name,Class,x,y,farea,fprop,cntry,year,label_group,usage,label,image
3092,2,25,3092,0,0,india,,3,train,masks/grid_25_mask_3092_cog.tif,images/grid_25_3092_cog.tif
4361,2,76,4361,0,0,india,,3,train,masks/grid_76_mask_4361_cog.tif,images/grid_76_4361_cog.tif
4623,2,76,4623,0,0,india,,3,train,masks/grid_76_mask_4623_cog.tif,images/grid_76_4623_cog.tif
359,2,15,359,0,0,india,,3,train,masks/grid_15_mask_359_cog.tif,images/grid_15_359_cog.tif
2106,2,25,2106,0,0,india,,3,train,masks/grid_25_mask_2106_cog.tif,images/grid_25_2106_cog.tif
4645,2,15,4645,0,0,india,,3,train,masks/grid_15_mask_4645_cog.tif,images/grid_15_4645_cog.tif
5392,2,17,5392,0,0,india,,3,train,masks/grid_17_mask_5392_cog.tif,images/grid_17_5392_cog.tif
3129,2,18,3129,0,0,india,,3,train,masks/grid_18_mask_3129_cog.tif,images/grid_18_3129_cog.tif
2576,2,76,2576,0,0,india,,3,train,masks/grid_76_mask_2576_cog.tif,images/grid_76_2576_cog.tif
4803,2,25,4803,0,0,india,,3,train,masks/grid_25_mask_4803_cog.tif,images/grid_25_4803_cog.tif
2528,2,85,2528,0,0,india,,3,train,masks/grid_85_mask_2528_cog.tif,images/grid_85_2528_cog.tif
149,2,28,149,0,0,india,,3,train,masks/grid_28_mask_149_cog.tif,images/grid_28_149_cog.tif
3742,2,25,3742,0,0,india,,3,train,masks/grid_25_mask_3742_cog.tif,images/grid_25_3742_cog.tif
1476,2,15,1476,0,0,india,,3,train,masks/grid_15_mask_1476_cog.tif,images/grid_15_1476_cog.tif
5159,2,28,5159,0,0,india,,3,train,masks/grid_28_mask_5159_cog.tif,images/grid_28_5159_cog.tif
1379,2,85,1379,0,0,india,,3,train,masks/grid_85_mask_1379_cog.tif,images/grid_85_1379_cog.tif
3832,2,28,3832,0,0,india,,3,train,masks/grid_28_mask_3832_cog.tif,images/grid_28_3832_cog.tif
678,2,25,678,0,0,india,,3,train,masks/grid_25_mask_678_cog.tif,images/grid_25_678_cog.tif
3280,2,25,3280,0,0,india,,3,train,masks/grid_25_mask_3280_cog.tif,images/grid_25_3280_cog.tif
4991,2,17,4991,0,0,india,,3,train,masks/grid_17_mask_4991_cog.tif,images/grid_17_4991_cog.tif
770,2,85,770,0,0,india,,3,train,masks/grid_85_mask_770_cog.tif,images/grid_85_770_cog.tif
784,2,17,784,0,0,india,,3,train,masks/grid_17_mask_784_cog.tif,images/grid_17_784_cog.tif
3683,2,76,3683,0,0,india,,3,train,masks/grid_76_mask_3683_cog.tif,images/grid_76_3683_cog.tif
3323,2,18,3323,0,0,india,,3,train,masks/grid_18_mask_3323_cog.tif,images/grid_18_3323_cog.tif
229,2,85,229,0,0,india,,3,train,masks/grid_85_mask_229_cog.tif,images/grid_85_229_cog.tif
4643,2,85,4643,0,0,india,,3,train,masks/grid_85_mask_4643_cog.tif,images/grid_85_4643_cog.tif
3551,2,28,3551,0,0,india,,3,train,masks/grid_28_mask_3551_cog.tif,images/grid_28_3551_cog.tif
309,2,17,309,0,0,india,,3,train,masks/grid_17_mask_309_cog.tif,images/grid_17_309_cog.tif
76,2,18,76,0,0,india,,3,train,masks/grid_18_mask_76_cog.tif,images/grid_18_76_cog.tif
4572,2,18,4572,0,0,india,,3,train,masks/grid_18_mask_4572_cog.tif,images/grid_18_4572_cog.tif
1502,2,18,1502,0,0,india,,3,train,masks/grid_18_mask_1502_cog.tif,images/grid_18_1502_cog.tif
3235,2,15,3235,0,0,india,,3,train,masks/grid_15_mask_3235_cog.tif,images/grid_15_3235_cog.tif
3725,2,76,3725,0,0,india,,3,train,masks/grid_76_mask_3725_cog.tif,images/grid_76_3725_cog.tif
5028,2,76,5028,0,0,india,,3,train,masks/grid_76_mask_5028_cog.tif,images/grid_76_5028_cog.tif
2113,2,28,2113,0,0,india,,3,train,masks/grid_28_mask_2113_cog.tif,images/grid_28_2113_cog.tif
5398,2,18,5398,0,0,india,,3,train,masks/grid_18_mask_5398_cog.tif,images/grid_18_5398_cog.tif
4399,2,76,4399,0,0,india,,3,train,masks/grid_76_mask_4399_cog.tif,images/grid_76_4399_cog.tif
818,2,85,818,0,0,india,,3,train,masks/grid_85_mask_818_cog.tif,images/grid_85_818_cog.tif
1772,2,25,1772,0,0,india,,3,train,masks/grid_25_mask_1772_cog.tif,images/grid_25_1772_cog.tif
4050,2,28,4050,0,0,india,,3,train,masks/grid_28_mask_4050_cog.tif,images/grid_28_4050_cog.tif
3161,2,76,3161,0,0,india,,3,train,masks/grid_76_mask_3161_cog.tif,images/grid_76_3161_cog.tif
303,2,17,303,0,0,india,,3,train,masks/grid_17_mask_303_cog.tif,images/grid_17_303_cog.tif
619,2,85,619,0,0,india,,3,train,masks/grid_85_mask_619_cog.tif,images/grid_85_619_cog.tif
3871,2,76,3871,0,0,india,,3,train,masks/grid_76_mask_3871_cog.tif,images/grid_76_3871_cog.tif
2848,2,18,2848,0,0,india,,3,train,masks/grid_18_mask_2848_cog.tif,images/grid_18_2848_cog.tif
4692,2,15,4692,0,0,india,,3,train,masks/grid_15_mask_4692_cog.tif,images/grid_15_4692_cog.tif
2336,2,28,2336,0,0,india,,3,train,masks/grid_28_mask_2336_cog.tif,images/grid_28_2336_cog.tif
1732,2,17,1732,0,0,india,,3,train,masks/grid_17_mask_1732_cog.tif,images/grid_17_1732_cog.tif
4436,2,15,4436,0,0,india,,3,train,masks/grid_15_mask_4436_cog.tif,images/grid_15_4436_cog.tif
3905,2,18,3905,0,0,india,,3,train,masks/grid_18_mask_3905_cog.tif,images/grid_18_3905_cog.tif
789,2,17,789,0,0,india,,3,train,masks/grid_17_mask_789_cog.tif,images/grid_17_789_cog.tif
5357,2,28,5357,0,0,india,,3,train,masks/grid_28_mask_5357_cog.tif,images/grid_28_5357_cog.tif
3176,2,15,3176,0,0,india,,3,train,masks/grid_15_mask_3176_cog.tif,images/grid_15_3176_cog.tif
1560,2,76,1560,0,0,india,,3,train,masks/grid_76_mask_1560_cog.tif,images/grid_76_1560_cog.tif
1107,2,28,1107,0,0,india,,3,train,masks/grid_28_mask_1107_cog.tif,images/grid_28_1107_cog.tif
4524,2,85,4524,0,0,india,,3,train,masks/grid_85_mask_4524_cog.tif,images/grid_85_4524_cog.tif
284,2,18,284,0,0,india,,3,train,masks/grid_18_mask_284_cog.tif,images/grid_18_284_cog.tif
2675,2,28,2675,0,0,india,,3,train,masks/grid_28_mask_2675_cog.tif,images/grid_28_2675_cog.tif
4625,2,17,4625,0,0,india,,3,train,masks/grid_17_mask_4625_cog.tif,images/grid_17_4625_cog.tif
409,2,28,409,0,0,india,,3,train,masks/grid_28_mask_409_cog.tif,images/grid_28_409_cog.tif
4916,2,25,4916,0,0,india,,3,train,masks/grid_25_mask_4916_cog.tif,images/grid_25_4916_cog.tif
526,2,18,526,0,0,india,,3,train,masks/grid_18_mask_526_cog.tif,images/grid_18_526_cog.tif
1473,2,85,1473,0,0,india,,3,train,masks/grid_85_mask_1473_cog.tif,images/grid_85_1473_cog.tif
4984,2,85,4984,0,0,india,,3,train,masks/grid_85_mask_4984_cog.tif,images/grid_85_4984_cog.tif
1612,2,85,1612,0,0,india,,3,train,masks/grid_85_mask_1612_cog.tif,images/grid_85_1612_cog.tif
3169,2,76,3169,0,0,india,,3,train,masks/grid_76_mask_3169_cog.tif,images/grid_76_3169_cog.tif
2502,2,18,2502,0,0,india,,3,train,masks/grid_18_mask_2502_cog.tif,images/grid_18_2502_cog.tif
5339,2,15,5339,0,0,india,,3,train,masks/grid_15_mask_5339_cog.tif,images/grid_15_5339_cog.tif
1471,2,18,1471,0,0,india,,3,train,masks/grid_18_mask_1471_cog.tif,images/grid_18_1471_cog.tif
1906,2,28,1906,0,0,india,,3,train,masks/grid_28_mask_1906_cog.tif,images/grid_28_1906_cog.tif
275,2,28,275,0,0,india,,3,train,masks/grid_28_mask_275_cog.tif,images/grid_28_275_cog.tif
4438,2,18,4438,0,0,india,,3,train,masks/grid_18_mask_4438_cog.tif,images/grid_18_4438_cog.tif
3863,2,76,3863,0,0,india,,3,train,masks/grid_76_mask_3863_cog.tif,images/grid_76_3863_cog.tif
5130,2,28,5130,0,0,india,,3,train,masks/grid_28_mask_5130_cog.tif,images/grid_28_5130_cog.tif
4003,2,76,4003,0,0,india,,3,train,masks/grid_76_mask_4003_cog.tif,images/grid_76_4003_cog.tif
1647,2,15,1647,0,0,india,,3,train,masks/grid_15_mask_1647_cog.tif,images/grid_15_1647_cog.tif
4360,2,76,4360,0,0,india,,3,train,masks/grid_76_mask_4360_cog.tif,images/grid_76_4360_cog.tif
4614,2,28,4614,0,0,india,,3,train,masks/grid_28_mask_4614_cog.tif,images/grid_28_4614_cog.tif
5309,2,17,5309,0,0,india,,3,train,masks/grid_17_mask_5309_cog.tif,images/grid_17_5309_cog.tif
4630,2,15,4630,0,0,india,,3,train,masks/grid_15_mask_4630_cog.tif,images/grid_15_4630_cog.tif
3597,2,18,3597,0,0,india,,3,train,masks/grid_18_mask_3597_cog.tif,images/grid_18_3597_cog.tif
4523,2,18,4523,0,0,india,,3,train,masks/grid_18_mask_4523_cog.tif,images/grid_18_4523_cog.tif
2846,2,76,2846,0,0,india,,3,train,masks/grid_76_mask_2846_cog.tif,images/grid_76_2846_cog.tif
502,2,18,502,0,0,india,,3,train,masks/grid_18_mask_502_cog.tif,images/grid_18_502_cog.tif
3058,2,85,3058,0,0,india,,3,train,masks/grid_85_mask_3058_cog.tif,images/grid_85_3058_cog.tif
3520,2,15,3520,0,0,india,,3,train,masks/grid_15_mask_3520_cog.tif,images/grid_15_3520_cog.tif
5396,2,25,5396,0,0,india,,3,train,masks/grid_25_mask_5396_cog.tif,images/grid_25_5396_cog.tif
3498,2,85,3498,0,0,india,,3,train,masks/grid_85_mask_3498_cog.tif,images/grid_85_3498_cog.tif
140,2,18,140,0,0,india,,3,train,masks/grid_18_mask_140_cog.tif,images/grid_18_140_cog.tif
4363,2,28,4363,0,0,india,,3,train,masks/grid_28_mask_4363_cog.tif,images/grid_28_4363_cog.tif
4224,2,25,4224,0,0,india,,3,train,masks/grid_25_mask_4224_cog.tif,images/grid_25_4224_cog.tif
2904,2,76,2904,0,0,india,,3,train,masks/grid_76_mask_2904_cog.tif,images/grid_76_2904_cog.tif
3146,2,76,3146,0,0,india,,3,train,masks/grid_76_mask_3146_cog.tif,images/grid_76_3146_cog.tif
1690,2,15,1690,0,0,india,,3,train,masks/grid_15_mask_1690_cog.tif,images/grid_15_1690_cog.tif
4420,2,17,4420,0,0,india,,3,train,masks/grid_17_mask_4420_cog.tif,images/grid_17_4420_cog.tif
1617,2,85,1617,0,0,india,,3,train,masks/grid_85_mask_1617_cog.tif,images/grid_85_1617_cog.tif
1153,2,17,1153,0,0,india,,3,train,masks/grid_17_mask_1153_cog.tif,images/grid_17_1153_cog.tif
2473,2,15,2473,0,0,india,,3,train,masks/grid_15_mask_2473_cog.tif,images/grid_15_2473_cog.tif
289,2,15,289,0,0,india,,3,train,masks/grid_15_mask_289_cog.tif,images/grid_15_289_cog.tif
4195,2,18,4195,0,0,india,,3,train,masks/grid_18_mask_4195_cog.tif,images/grid_18_4195_cog.tif
4022,2,25,4022,0,0,india,,3,train,masks/grid_25_mask_4022_cog.tif,images/grid_25_4022_cog.tif
2558,2,15,2558,0,0,india,,3,train,masks/grid_15_mask_2558_cog.tif,images/grid_15_2558_cog.tif
165,2,85,165,0,0,india,,3,train,masks/grid_85_mask_165_cog.tif,images/grid_85_165_cog.tif
1782,2,76,1782,0,0,india,,3,train,masks/grid_76_mask_1782_cog.tif,images/grid_76_1782_cog.tif
4292,2,28,4292,0,0,india,,3,train,masks/grid_28_mask_4292_cog.tif,images/grid_28_4292_cog.tif
2299,2,28,2299,0,0,india,,3,train,masks/grid_28_mask_2299_cog.tif,images/grid_28_2299_cog.tif
1106,2,17,1106,0,0,india,,3,train,masks/grid_17_mask_1106_cog.tif,images/grid_17_1106_cog.tif
1460,2,17,1460,0,0,india,,3,train,masks/grid_17_mask_1460_cog.tif,images/grid_17_1460_cog.tif
3605,2,28,3605,0,0,india,,3,train,masks/grid_28_mask_3605_cog.tif,images/grid_28_3605_cog.tif
1315,2,18,1315,0,0,india,,3,train,masks/grid_18_mask_1315_cog.tif,images/grid_18_1315_cog.tif
4742,2,76,4742,0,0,india,,3,train,masks/grid_76_mask_4742_cog.tif,images/grid_76_4742_cog.tif
1478,2,28,1478,0,0,india,,3,train,masks/grid_28_mask_1478_cog.tif,images/grid_28_1478_cog.tif
929,2,18,929,0,0,india,,3,train,masks/grid_18_mask_929_cog.tif,images/grid_18_929_cog.tif
3163,2,28,3163,0,0,india,,3,train,masks/grid_28_mask_3163_cog.tif,images/grid_28_3163_cog.tif
3460,2,18,3460,0,0,india,,3,train,masks/grid_18_mask_3460_cog.tif,images/grid_18_3460_cog.tif
2175,2,25,2175,0,0,india,,3,train,masks/grid_25_mask_2175_cog.tif,images/grid_25_2175_cog.tif
2273,2,28,2273,0,0,india,,3,train,masks/grid_28_mask_2273_cog.tif,images/grid_28_2273_cog.tif
556,2,85,556,0,0,india,,3,train,masks/grid_85_mask_556_cog.tif,images/grid_85_556_cog.tif
1520,2,85,1520,0,0,india,,3,train,masks/grid_85_mask_1520_cog.tif,images/grid_85_1520_cog.tif
462,2,85,462,0,0,india,,3,train,masks/grid_85_mask_462_cog.tif,images/grid_85_462_cog.tif
1647,2,25,1647,0,0,india,,3,train,masks/grid_25_mask_1647_cog.tif,images/grid_25_1647_cog.tif
4810,2,85,4810,0,0,india,,3,train,masks/grid_85_mask_4810_cog.tif,images/grid_85_4810_cog.tif
3396,2,17,3396,0,0,india,,3,train,masks/grid_17_mask_3396_cog.tif,images/grid_17_3396_cog.tif
3909,2,18,3909,0,0,india,,3,train,masks/grid_18_mask_3909_cog.tif,images/grid_18_3909_cog.tif
1282,2,17,1282,0,0,india,,3,train,masks/grid_17_mask_1282_cog.tif,images/grid_17_1282_cog.tif
3432,2,25,3432,0,0,india,,3,train,masks/grid_25_mask_3432_cog.tif,images/grid_25_3432_cog.tif
1585,2,15,1585,0,0,india,,3,train,masks/grid_15_mask_1585_cog.tif,images/grid_15_1585_cog.tif
1223,2,18,1223,0,0,india,,3,train,masks/grid_18_mask_1223_cog.tif,images/grid_18_1223_cog.tif
3273,2,85,3273,0,0,india,,3,train,masks/grid_85_mask_3273_cog.tif,images/grid_85_3273_cog.tif
2387,2,85,2387,0,0,india,,3,train,masks/grid_85_mask_2387_cog.tif,images/grid_85_2387_cog.tif
3533,2,28,3533,0,0,india,,3,train,masks/grid_28_mask_3533_cog.tif,images/grid_28_3533_cog.tif
3440,2,15,3440,0,0,india,,3,train,masks/grid_15_mask_3440_cog.tif,images/grid_15_3440_cog.tif
3954,2,17,3954,0,0,india,,3,train,masks/grid_17_mask_3954_cog.tif,images/grid_17_3954_cog.tif
17,2,18,17,0,0,india,,3,train,masks/grid_18_mask_17_cog.tif,images/grid_18_17_cog.tif
933,2,76,933,0,0,india,,3,train,masks/grid_76_mask_933_cog.tif,images/grid_76_933_cog.tif
1790,2,76,1790,0,0,india,,3,train,masks/grid_76_mask_1790_cog.tif,images/grid_76_1790_cog.tif
4394,2,28,4394,0,0,india,,3,train,masks/grid_28_mask_4394_cog.tif,images/grid_28_4394_cog.tif
2396,2,18,2396,0,0,india,,3,train,masks/grid_18_mask_2396_cog.tif,images/grid_18_2396_cog.tif
2061,2,76,2061,0,0,india,,3,train,masks/grid_76_mask_2061_cog.tif,images/grid_76_2061_cog.tif
1185,2,76,1185,0,0,india,,3,train,masks/grid_76_mask_1185_cog.tif,images/grid_76_1185_cog.tif
3838,2,85,3838,0,0,india,,3,train,masks/grid_85_mask_3838_cog.tif,images/grid_85_3838_cog.tif
2785,2,18,2785,0,0,india,,3,train,masks/grid_18_mask_2785_cog.tif,images/grid_18_2785_cog.tif
848,2,17,848,0,0,india,,3,train,masks/grid_17_mask_848_cog.tif,images/grid_17_848_cog.tif
3783,2,28,3783,0,0,india,,3,train,masks/grid_28_mask_3783_cog.tif,images/grid_28_3783_cog.tif
1377,2,18,1377,0,0,india,,3,train,masks/grid_18_mask_1377_cog.tif,images/grid_18_1377_cog.tif
919,2,76,919,0,0,india,,3,train,masks/grid_76_mask_919_cog.tif,images/grid_76_919_cog.tif
607,2,17,607,0,0,india,,3,train,masks/grid_17_mask_607_cog.tif,images/grid_17_607_cog.tif
3420,2,76,3420,0,0,india,,3,train,masks/grid_76_mask_3420_cog.tif,images/grid_76_3420_cog.tif
2869,2,25,2869,0,0,india,,3,train,masks/grid_25_mask_2869_cog.tif,images/grid_25_2869_cog.tif
4655,2,25,4655,0,0,india,,3,train,masks/grid_25_mask_4655_cog.tif,images/grid_25_4655_cog.tif
3512,2,85,3512,0,0,india,,3,train,masks/grid_85_mask_3512_cog.tif,images/grid_85_3512_cog.tif
1018,2,85,1018,0,0,india,,3,train,masks/grid_85_mask_1018_cog.tif,images/grid_85_1018_cog.tif
3635,2,25,3635,0,0,india,,3,train,masks/grid_25_mask_3635_cog.tif,images/grid_25_3635_cog.tif
1572,2,17,1572,0,0,india,,3,train,masks/grid_17_mask_1572_cog.tif,images/grid_17_1572_cog.tif
4628,2,28,4628,0,0,india,,3,train,masks/grid_28_mask_4628_cog.tif,images/grid_28_4628_cog.tif
1960,2,76,1960,0,0,india,,3,train,masks/grid_76_mask_1960_cog.tif,images/grid_76_1960_cog.tif
2516,2,76,2516,0,0,india,,3,train,masks/grid_76_mask_2516_cog.tif,images/grid_76_2516_cog.tif
2535,2,15,2535,0,0,india,,3,train,masks/grid_15_mask_2535_cog.tif,images/grid_15_2535_cog.tif
5139,2,15,5139,0,0,india,,3,train,masks/grid_15_mask_5139_cog.tif,images/grid_15_5139_cog.tif
404,2,25,404,0,0,india,,3,train,masks/grid_25_mask_404_cog.tif,images/grid_25_404_cog.tif
5116,2,18,5116,0,0,india,,3,train,masks/grid_18_mask_5116_cog.tif,images/grid_18_5116_cog.tif
4521,2,15,4521,0,0,india,,3,train,masks/grid_15_mask_4521_cog.tif,images/grid_15_4521_cog.tif
2156,2,15,2156,0,0,india,,3,train,masks/grid_15_mask_2156_cog.tif,images/grid_15_2156_cog.tif
4035,2,18,4035,0,0,india,,3,train,masks/grid_18_mask_4035_cog.tif,images/grid_18_4035_cog.tif
5140,2,28,5140,0,0,india,,3,train,masks/grid_28_mask_5140_cog.tif,images/grid_28_5140_cog.tif
4250,2,76,4250,0,0,india,,3,train,masks/grid_76_mask_4250_cog.tif,images/grid_76_4250_cog.tif
