tile,label_date,label,image,x,y,year,ctry,type,usage,label_group
tile000002,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454856.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000002_2024_08_s1.tif,537009.1871124967,1860929.5430146272,2024,india,center,train,2
tile000003,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454880.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000003_2024_09_s1.tif,532529.4901610061,1863169.3226426623,2024,india,center,train,2
tile000003,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454880.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000003_2024_10_s1.tif,532529.4901610061,1863169.3226426623,2024,india,center,train,2
tile000003,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454880.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000003_2024_08_s1.tif,532529.4901610061,1863169.3226426623,2024,india,center,validate,2
tile000004,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454823.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000004_2024_07_s1.tif,525809.3263,1851969.509504166,2024,india,center,train,2
tile000004,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454823.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000004_2024_09_s1.tif,525809.3263,1851969.509504166,2024,india,center,train,2
tile000004,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454823.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000004_2024_10_s1.tif,525809.3263,1851969.509504166,2024,india,center,train,2
tile000004,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_454823.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000004_2024_11_s1.tif,525809.3263,1851969.509504166,2024,india,center,train,2
tile000004,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454823.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000004_2024_08_s1.tif,525809.3263,1851969.509504166,2024,india,center,train,2
tile000005,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454824.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000005_2024_07_s1.tif,523569.26726317126,1851969.242539044,2024,india,center,train,2
tile000005,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454824.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000005_2024_09_s1.tif,523569.26726317126,1851969.242539044,2024,india,center,train,2
tile000005,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454824.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000005_2024_10_s1.tif,523569.26726317126,1851969.242539044,2024,india,center,train,2
tile000005,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_454824.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000005_2024_11_s1.tif,523569.26726317126,1851969.242539044,2024,india,center,train,2
tile000005,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454824.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000005_2024_08_s1.tif,523569.26726317126,1851969.242539044,2024,india,center,train,2
tile000006,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_457148.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000006_2024_07_s1.tif,532529.4628354458,1865409.3488230207,2024,india,center,train,2
tile000006,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_457148.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000006_2024_09_s1.tif,532529.4628354458,1865409.3488230207,2024,india,center,train,2
tile000006,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_457148.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000006_2024_10_s1.tif,532529.4628354458,1865409.3488230207,2024,india,center,train,2
tile000006,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_457148.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000006_2024_08_s1.tif,532529.4628354458,1865409.3488230207,2024,india,center,train,2
tile000007,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454872.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000007_2024_07_s1.tif,534769.3632941587,1858689.5170097605,2024,india,center,train,2
tile000007,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454872.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000007_2024_09_s1.tif,534769.3632941587,1858689.5170097605,2024,india,center,train,2
tile000007,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454872.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000007_2024_10_s1.tif,534769.3632941587,1858689.5170097605,2024,india,center,test,2
tile000007,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454872.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000007_2024_08_s1.tif,534769.3632941587,1858689.5170097605,2024,india,center,train,2
tile000008,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454875.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000008_2024_07_s1.tif,532529.5039177642,1860929.296167886,2024,india,center,validate,2
tile000008,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454875.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000008_2024_09_s1.tif,532529.5039177642,1860929.296167886,2024,india,center,train,2
tile000008,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454875.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000008_2024_10_s1.tif,532529.5039177642,1860929.296167886,2024,india,center,train,2
tile000008,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454875.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000008_2024_08_s1.tif,532529.5039177642,1860929.296167886,2024,india,center,train,2
tile000009,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_457216.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000009_2024_07_s1.tif,532529.5461094293,1885569.3001617775,2024,india,center,train,2
tile000009,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_457216.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000009_2024_09_s1.tif,532529.5461094293,1885569.3001617775,2024,india,center,train,2
tile000009,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_457216.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000009_2024_10_s1.tif,532529.5461094293,1885569.3001617775,2024,india,center,train,2
tile000009,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_457216.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000009_2024_11_s1.tif,532529.5461094293,1885569.3001617775,2024,india,center,train,2
tile000009,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_457216.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000009_2024_08_s1.tif,532529.5461094293,1885569.3001617775,2024,india,center,train,2
tile000010,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454881.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000010_2024_07_s1.tif,530289.1595067708,1865409.5523156328,2024,india,center,train,2
tile000010,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454881.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000010_2024_10_s1.tif,530289.1595067708,1865409.5523156328,2024,india,center,train,2
tile000010,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454881.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000010_2024_08_s1.tif,530289.1595067708,1865409.5523156328,2024,india,center,test,2
tile000011,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454865.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000011_2024_07_s1.tif,525809.3187474875,1860929.497,2024,india,center,train,2
tile000011,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454865.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000011_2024_10_s1.tif,525809.3187474875,1860929.497,2024,india,center,validate,2
tile000011,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454865.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000011_2024_08_s1.tif,525809.3187474875,1860929.497,2024,india,center,test,2
tile000012,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_457217.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000012_2024_09_s1.tif,530289.2029404677,1887809.4945033763,2024,india,center,train,2
tile000012,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_457217.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000012_2024_10_s1.tif,530289.2029404677,1887809.4945033763,2024,india,center,train,2
tile000012,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_457217.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000012_2024_11_s1.tif,530289.2029404677,1887809.4945033763,2024,india,center,test,2
tile000012,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_457217.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000012_2024_08_s1.tif,530289.2029404677,1887809.4945033763,2024,india,center,train,2
tile000013,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454874.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000013_2024_07_s1.tif,530289.2153928556,1858689.5118942691,2024,india,center,test,2
tile000013,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454874.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000013_2024_09_s1.tif,530289.2153928556,1858689.5118942691,2024,india,center,train,2
tile000013,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454874.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000013_2024_10_s1.tif,530289.2153928556,1858689.5118942691,2024,india,center,train,2
tile000013,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454874.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000013_2024_08_s1.tif,530289.2153928556,1858689.5118942691,2024,india,center,train,2
tile000014,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454879.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000014_2024_07_s1.tif,530289.1960181218,1863169.538632708,2024,india,center,validate,2
tile000014,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454879.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000014_2024_08_s1.tif,530289.1960181218,1863169.538632708,2024,india,center,train,2
tile000015,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_457339.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000015_2024_07_s1.tif,537009.1699,1887809.2257422917,2024,india,center,train,2
tile000015,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_457339.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000015_2024_09_s1.tif,537009.1699,1887809.2257422917,2024,india,center,train,2
tile000015,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_457339.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000015_2024_10_s1.tif,537009.1699,1887809.2257422917,2024,india,center,train,2
tile000015,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_457339.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000015_2024_11_s1.tif,537009.1699,1887809.2257422917,2024,india,center,train,2
tile000015,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_457339.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000015_2024_08_s1.tif,537009.1699,1887809.2257422917,2024,india,center,train,2
tile000016,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454877.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000016_2024_07_s1.tif,530289.1960181218,1860929.5233301944,2024,india,center,train,2
tile000016,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454877.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000016_2024_09_s1.tif,530289.1960181218,1860929.5233301944,2024,india,center,train,2
tile000016,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454877.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000016_2024_10_s1.tif,530289.1960181218,1860929.5233301944,2024,india,center,train,2
tile000016,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454877.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000016_2024_08_s1.tif,530289.1960181218,1860929.5233301944,2024,india,center,train,2
tile000017,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454839.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000017_2024_07_s1.tif,530289.2153928556,1856449.5105447168,2024,india,center,train,2
tile000018,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454830.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000018_2024_07_s1.tif,525809.3253084989,1856449.4965879293,2024,india,center,train,2
tile000018,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454830.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000018_2024_10_s1.tif,525809.3253084989,1856449.4965879293,2024,india,center,train,2
tile000018,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454830.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000018_2024_08_s1.tif,525809.3253084989,1856449.4965879293,2024,india,center,train,2
tile000019,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454826.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000019_2024_07_s1.tif,523569.2666802306,1854209.231612826,2024,india,center,train,2
tile000019,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454826.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000019_2024_09_s1.tif,523569.2666802306,1854209.231612826,2024,india,center,train,2
tile000019,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454826.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000019_2024_10_s1.tif,523569.2666802306,1854209.231612826,2024,india,center,train,2
tile000019,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454826.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000019_2024_08_s1.tif,523569.2666802306,1854209.231612826,2024,india,center,train,2
tile000020,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454828.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000020_2024_07_s1.tif,525809.3253084989,1854209.500702636,2024,india,center,train,2
tile000020,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454828.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000020_2024_09_s1.tif,525809.3253084989,1854209.500702636,2024,india,center,train,2
tile000020,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454828.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000020_2024_10_s1.tif,525809.3253084989,1854209.500702636,2024,india,center,test,2
tile000020,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454828.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000020_2024_08_s1.tif,525809.3253084989,1854209.500702636,2024,india,center,train,2
tile000021,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454868.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000021_2024_07_s1.tif,528049.3540473077,1863169.538632708,2024,india,center,train,2
tile000021,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454868.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000021_2024_10_s1.tif,528049.3540473077,1863169.538632708,2024,india,center,train,2
tile000021,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454868.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000021_2024_08_s1.tif,528049.3540473077,1863169.538632708,2024,india,center,train,2
tile000022,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454876.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000022_2024_07_s1.tif,534769.3462082276,1860929.5430146272,2024,india,center,train,2
tile000022,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454876.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000022_2024_09_s1.tif,534769.3462082276,1860929.5430146272,2024,india,center,train,2
tile000022,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454876.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000022_2024_10_s1.tif,534769.3462082276,1860929.5430146272,2024,india,center,train,2
tile000022,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454876.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000022_2024_08_s1.tif,534769.3462082276,1860929.5430146272,2024,india,center,train,2
tile000023,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454878.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000023_2024_07_s1.tif,534769.3462082276,1863169.5705777884,2024,india,center,train,2
tile000023,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454878.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000023_2024_09_s1.tif,534769.3462082276,1863169.5705777884,2024,india,center,train,2
tile000023,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454878.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000023_2024_10_s1.tif,534769.3462082276,1863169.5705777884,2024,india,center,train,2
tile000023,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454878.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000023_2024_08_s1.tif,534769.3462082276,1863169.5705777884,2024,india,center,train,2
tile000024,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_457215.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000024_2024_07_s1.tif,534769.4204528506,1885569.5886747132,2024,india,center,train,2
tile000024,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_457215.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000024_2024_09_s1.tif,534769.4204528506,1885569.5886747132,2024,india,center,train,2
tile000024,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_457215.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000024_2024_10_s1.tif,534769.4204528506,1885569.5886747132,2024,india,center,train,2
tile000024,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_457215.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000024_2024_11_s1.tif,534769.4204528506,1885569.5886747132,2024,india,center,train,2
tile000024,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_457215.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000024_2024_08_s1.tif,534769.4204528506,1885569.5886747132,2024,india,center,validate,2
tile000025,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_457204.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000025_2024_07_s1.tif,537009.1699,1885569.5886747132,2024,india,center,train,2
tile000025,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_457204.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000025_2024_09_s1.tif,537009.1699,1885569.5886747132,2024,india,center,test,2
tile000025,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_457204.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000025_2024_10_s1.tif,537009.1699,1885569.5886747132,2024,india,center,train,2
tile000025,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_457204.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000025_2024_08_s1.tif,537009.1699,1885569.5886747132,2024,india,center,train,2
tile000026,24-Jul,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_07/raster_07_454867.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000026_2024_07_s1.tif,528049.3727043701,1860929.5233301944,2024,india,center,train,2
tile000026,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454867.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000026_2024_09_s1.tif,528049.3727043701,1860929.5233301944,2024,india,center,train,2
tile000026,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454867.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000026_2024_10_s1.tif,528049.3727043701,1860929.5233301944,2024,india,center,train,2
tile000026,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454867.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000026_2024_08_s1.tif,528049.3727043701,1860929.5233301944,2024,india,center,train,2
